image_id,review_status,notes,preflight_status,preflight_error,preflight_content_type,metadata_score,relevance_score,license_status,source_page,image_url
IMG-SL-01-001-wikimedia-0f15ec41,,,blocked,invalid_content_type:application/pdf,application/pdf,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_(tic)_y_el_nuevo_paradigma_temporal_(Cionline_1048).pdf,https://upload.wikimedia.org/wikipedia/commons/7/77/Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_%28tic%29_y_el_nuevo_paradigma_temporal_%28Cionline_1048%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-0ff21fb0,,,blocked,invalid_content_type:application/pdf,application/pdf,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_(tic)_y_el_nuevo_paradigma_temporal_(Cionline_1048).pdf,https://upload.wikimedia.org/wikipedia/commons/7/77/Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_%28tic%29_y_el_nuevo_paradigma_temporal_%28Cionline_1048%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-12391de8,,,blocked,invalid_content_type:application/pdf,application/pdf,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_(tic)_y_el_nuevo_paradigma_temporal_(Cionline_1048).pdf,https://upload.wikimedia.org/wikipedia/commons/7/77/Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_%28tic%29_y_el_nuevo_paradigma_temporal_%28Cionline_1048%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-20d84797,,,blocked,invalid_content_type:application/pdf,application/pdf,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_(tic)_y_el_nuevo_paradigma_temporal_(Cionline_1048).pdf,https://upload.wikimedia.org/wikipedia/commons/7/77/Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_%28tic%29_y_el_nuevo_paradigma_temporal_%28Cionline_1048%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-625ae191,,,blocked,file_too_large,image/vnd.djvu,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Estudios_de_historia_rural_II.djvu,https://upload.wikimedia.org/wikipedia/commons/b/b0/Estudios_de_historia_rural_II.djvu?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-64536845,,,retryable,http_error:429,,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Estudios_de_historia_rural_II.djvu,https://upload.wikimedia.org/wikipedia/commons/b/b0/Estudios_de_historia_rural_II.djvu?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-68d61687,,,retryable,http_error:429,,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Estudios_de_historia_rural_II.djvu,https://upload.wikimedia.org/wikipedia/commons/b/b0/Estudios_de_historia_rural_II.djvu?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-77ada775,,,retryable,http_error:429,,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Estudios_de_historia_rural_II.djvu,https://upload.wikimedia.org/wikipedia/commons/b/b0/Estudios_de_historia_rural_II.djvu?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-87aa63bb,,,blocked,invalid_content_type:application/pdf,application/pdf,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_(tic)_y_el_nuevo_paradigma_temporal_(Cionline_1048).pdf,https://upload.wikimedia.org/wikipedia/commons/7/77/Las_tecnolog%C3%ADas_avanzadas_de_Ia_informaci%C3%B3n_y_Ia_comunicaci%C3%B3n_%28tic%29_y_el_nuevo_paradigma_temporal_%28Cionline_1048%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-001-wikimedia-c63fd9f5,,,retryable,http_error:429,,0.8,0.2,attribution_required,https://commons.wikimedia.org/wiki/File:Estudios_de_historia_rural_II.djvu,https://upload.wikimedia.org/wikipedia/commons/b/b0/Estudios_de_historia_rural_II.djvu?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-002-wikimedia-1bba1c21,,,blocked,invalid_content_type:application/pdf,application/pdf,0.0,0.1667,clear,https://commons.wikimedia.org/wiki/File:Biblioteca_nueva_de_los_escritores_aragoneses_que_florecieron_desde_el_a%C3%B1o_de_1689_hasta_el_de_1753_(IA_BibliotecaNuevaDeEscritoresAragonese4).pdf,https://upload.wikimedia.org/wikipedia/commons/d/d2/Biblioteca_nueva_de_los_escritores_aragoneses_que_florecieron_desde_el_a%C3%B1o_de_1689_hasta_el_de_1753_%28IA_BibliotecaNuevaDeEscritoresAragonese4%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-002-wikimedia-22890c1d,,,blocked,invalid_content_type:application/pdf,application/pdf,0.0,0.1667,clear,"https://commons.wikimedia.org/wiki/File:Ensayo_hist%C3%B3rico-cr%C3%ADtico_sobre_la_legislacion_y_principales_cuerpos_legales_de_los_reynos_de_Leon_y_Castilla,_especialmente_sobre_el_c%C3%B3digo_de_D._Alonso_el_Sabio_(IA_ensayohistoricocritico).pdf",https://upload.wikimedia.org/wikipedia/commons/e/e3/Ensayo_hist%C3%B3rico-cr%C3%ADtico_sobre_la_legislacion_y_principales_cuerpos_legales_de_los_reynos_de_Leon_y_Castilla%2C_especialmente_sobre_el_c%C3%B3digo_de_D._Alonso_el_Sabio_%28IA_ensayohistoricocritico%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-002-wikimedia-2d9ec30a,,,retryable,http_error:429,,0.6417,0.1667,clear,https://commons.wikimedia.org/wiki/File:Teatro_del_clavel_-_cuadro_dom%C3%A9stich_en_un_acte_y_en_vers_(IA_teatrodelclavelc00camp).pdf,https://upload.wikimedia.org/wikipedia/commons/0/01/Teatro_del_clavel_-_cuadro_dom%C3%A9stich_en_un_acte_y_en_vers_%28IA_teatrodelclavelc00camp%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
IMG-SL-01-002-wikimedia-317937f2,,,retryable,http_error:429,,0.7917,0.1667,clear,"https://commons.wikimedia.org/wiki/File:Ensayo_hist%C3%B3rico-cr%C3%ADtico_sobre_la_legislacion_y_principales_cuerpos_legales_de_los_reynos_de_Leon_y_Castilla,_especialmente_sobre_el_c%C3%B3digo_de_D._Alonso_el_Sabio_(IA_ensayohistoricocritico).pdf",https://upload.wikimedia.org/wikipedia/commons/e/e3/Ensayo_hist%C3%B3rico-cr%C3%ADtico_sobre_la_legislacion_y_principales_cuerpos_legales_de_los_reynos_de_Leon_y_Castilla%2C_especialmente_sobre_el_c%C3%B3digo_de_D._Alonso_el_Sabio_%28IA_ensayohistoricocritico%29.pdf?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original
